Geography,Geographic Area Name,Total Population,Population (Male),Population (Female),Population (Under 5 years old),Population (5-9 years old),Population (10-14 years old),Population (15-19 years old),Population (20-24 years old),Population (25-34 years old),Population (35-44 years old),Population (45-54 years old),Population (55-59 years old),Population (60-64 years old),Population (65-74 years old),Population (75-84 years old),Population (85+ years old),Race (One Race),Race (Two or More Races),Race (one: white),Race (one: black or African American),Race (one: native American),Race (one: black or Asian),Race (one: Pacific Islander),Race (one: Other),Race (two+: white and black or African American),Race (two+: white and Native American),Race (two+: white and Asian),Race (two+: black and Native American,Race (Hispanic or Latino),Race (Not Hispanic or Latino)
1400000US06037554101,"Census Tract 5541.01, Los Angeles County, California",3181,1619,1562,334,305,173,148,130,628,573,483,74,114,170,23,26,2943,238,898,398,28,125,0,1494,0,9,43,0,2266,915
1400000US06037554105,"Census Tract 5541.05, Los Angeles County, California",4594,1976,2618,420,448,626,177,309,741,595,556,234,187,201,79,21,4336,258,1668,855,0,689,26,1098,12,0,27,0,2395,2199
1400000US06037554106,"Census Tract 5541.06, Los Angeles County, California",3810,1806,2004,270,159,230,290,343,563,496,568,291,189,194,174,43,3405,405,1053,468,0,615,0,1269,32,25,0,0,2089,1721
1400000US06037554201,"Census Tract 5542.01, Los Angeles County, California",3890,2030,1860,172,151,267,330,297,644,544,579,221,200,267,191,27,3755,135,1528,185,25,382,0,1635,45,8,0,0,2612,1278
1400000US06037554203,"Census Tract 5542.03, Los Angeles County, California",3877,1891,1986,217,187,296,388,336,490,366,686,314,143,258,71,125,3341,536,1332,151,25,262,199,1372,0,0,0,0,2223,1654
1400000US06037554204,"Census Tract 5542.04, Los Angeles County, California",4705,2372,2333,285,263,369,264,323,817,797,639,185,176,348,161,78,4432,273,1456,570,0,342,0,2064,15,38,8,0,3248,1457
1400000US06037554301,"Census Tract 5543.01, Los Angeles County, California",3412,1658,1754,225,275,240,244,211,690,512,412,177,194,135,54,43,3346,66,1173,529,0,260,0,1384,0,0,0,0,2146,1266
1400000US06037554302,"Census Tract 5543.02, Los Angeles County, California",4384,2231,2153,412,305,419,304,364,921,542,463,245,237,122,41,9,3828,556,581,229,23,907,71,2017,0,0,0,0,2596,1788
1400000US06037554403,"Census Tract 5544.03, Los Angeles County, California",5564,2899,2665,330,371,460,482,250,1011,878,831,238,208,308,142,55,5177,387,1464,1356,5,511,0,1841,122,19,20,0,2818,2746
1400000US06037554404,"Census Tract 5544.04, Los Angeles County, California",4286,1972,2314,262,401,294,117,116,798,714,487,310,270,391,72,54,3919,367,1032,696,13,604,0,1574,0,0,114,0,2294,1992
1400000US06037554405,"Census Tract 5544.05, Los Angeles County, California",3543,1468,2075,311,171,171,149,152,540,443,552,169,210,369,289,17,3515,28,1226,553,32,627,0,1077,15,0,0,0,1429,2114
1400000US06037554406,"Census Tract 5544.06, Los Angeles County, California",4206,1785,2421,73,213,255,380,380,369,515,635,175,206,469,483,53,3989,217,1381,833,12,854,0,909,75,0,81,4,965,3241
1400000US06037554511,"Census Tract 5545.11, Los Angeles County, California",4096,2062,2034,184,231,344,260,309,427,553,569,298,190,368,297,66,3837,259,845,644,0,2212,90,46,51,0,108,0,443,3653
1400000US06037554512,"Census Tract 5545.12, Los Angeles County, California",6336,3292,3044,389,296,354,267,390,546,838,948,432,358,708,651,159,5693,643,981,261,13,4196,0,242,4,0,272,0,659,5677
1400000US06037554513,"Census Tract 5545.13, Los Angeles County, California",2630,1216,1414,185,132,191,142,123,159,403,363,158,131,366,239,38,2491,139,447,142,20,1649,119,114,0,0,59,0,314,2316
1400000US06037554514,"Census Tract 5545.14, Los Angeles County, California",4784,2468,2316,251,229,341,214,212,452,755,587,391,380,603,244,125,4385,399,897,417,13,2503,16,539,29,19,45,0,1138,3646
1400000US06037554515,"Census Tract 5545.15, Los Angeles County, California",3341,1629,1712,153,95,185,66,85,498,360,430,191,144,658,369,107,2893,448,506,497,0,1703,18,169,68,2,113,0,405,2936
1400000US06037554516,"Census Tract 5545.16, Los Angeles County, California",3872,1919,1953,115,260,185,206,269,303,474,457,253,357,722,200,71,3820,52,543,431,1,2805,0,40,0,1,0,0,399,3473
1400000US06037554517,"Census Tract 5545.17, Los Angeles County, California",4353,2362,1991,195,217,231,230,158,734,652,446,334,253,519,276,108,3955,398,484,113,0,2974,0,384,0,14,166,0,676,3677
1400000US06037554518,"Census Tract 5545.18, Los Angeles County, California",5129,2440,2689,375,321,375,144,333,602,642,679,348,268,602,287,153,4875,254,926,483,0,3344,0,122,11,0,152,0,645,4484
1400000US06037554519,"Census Tract 5545.19, Los Angeles County, California",3671,1802,1869,96,76,182,231,130,361,380,303,432,301,439,446,294,3484,187,570,74,0,2681,0,159,28,0,46,0,329,3342
1400000US06037554521,"Census Tract 5545.21, Los Angeles County, California",6072,2920,3152,414,255,254,406,436,810,573,518,460,308,989,362,287,5548,524,2055,421,0,2624,38,410,50,8,235,0,1176,4896
1400000US06037554522,"Census Tract 5545.22, Los Angeles County, California",5104,2527,2577,178,350,244,250,369,480,581,687,241,371,915,222,216,4731,373,755,572,20,2823,0,561,25,11,30,0,809,4295
1400000US06037554600,"Census Tract 5546, Los Angeles County, California",4074,2023,2051,227,218,209,287,355,580,575,497,351,258,258,185,74,3763,311,1533,345,66,1282,0,537,0,120,70,0,1798,2276
1400000US06037554700,"Census Tract 5547, Los Angeles County, California",4112,1996,2116,179,188,262,238,378,622,603,516,286,179,362,229,70,3644,468,1101,44,6,664,13,1816,34,5,21,0,3072,1040
1400000US06037554801,"Census Tract 5548.01, Los Angeles County, California",2964,1404,1560,198,139,241,226,166,555,388,422,168,66,219,72,104,2753,211,1044,76,15,417,0,1201,12,27,8,0,2158,806
1400000US06037554802,"Census Tract 5548.02, Los Angeles County, California",6201,2978,3223,388,273,323,212,352,853,775,895,374,721,500,427,108,5887,314,1224,271,0,3517,28,847,50,0,19,0,1351,4850
1400000US06037554900,"Census Tract 5549, Los Angeles County, California",7291,3326,3965,308,294,539,475,449,1311,1255,803,230,488,654,308,177,6809,482,2100,422,111,2767,44,1365,33,191,53,0,2424,4867
1400000US06037555001,"Census Tract 5550.01, Los Angeles County, California",5215,2508,2707,258,326,410,313,313,620,800,583,242,475,434,193,248,4863,352,1617,330,31,1882,0,1003,42,20,10,0,2246,2969
1400000US06037555002,"Census Tract 5550.02, Los Angeles County, California",3705,1721,1984,198,260,228,138,395,677,549,501,178,119,330,86,46,3387,318,1603,216,22,549,275,722,0,33,29,0,1568,2137
1400000US06037555105,"Census Tract 5551.05, Los Angeles County, California",5667,2478,3189,208,229,331,312,669,1088,748,682,459,361,391,123,66,5227,440,1111,893,70,1394,0,1759,0,6,26,0,2690,2977
1400000US06037555106,"Census Tract 5551.06, Los Angeles County, California",2903,1534,1369,142,170,182,219,248,400,439,380,206,113,290,79,35,2759,144,472,249,95,634,0,1309,16,39,0,0,1743,1160
1400000US06037555107,"Census Tract 5551.07, Los Angeles County, California",5990,2685,3305,412,312,304,478,410,858,839,791,391,334,447,225,189,5537,453,2210,533,31,1725,11,1027,73,40,62,9,2177,3813
1400000US06037555202,"Census Tract 5552.02, Los Angeles County, California",3965,1813,2152,181,327,377,244,200,452,614,520,214,210,367,156,103,3332,633,2585,80,0,524,0,143,71,0,66,0,979,2986
1400000US06037555211,"Census Tract 5552.11, Los Angeles County, California",5835,3045,2790,380,383,564,503,552,962,540,935,213,214,247,208,134,5350,485,1028,4,70,503,0,3745,0,0,54,0,5165,670
1400000US06037555212,"Census Tract 5552.12, Los Angeles County, California",5474,2797,2677,470,522,290,346,378,892,754,856,292,161,335,167,11,5274,200,1734,69,106,417,0,2948,0,18,8,0,4076,1398
1400000US06037555300,"Census Tract 5553, Los Angeles County, California",5195,3239,1956,75,171,324,217,349,793,860,527,403,421,750,112,193,4951,244,2314,410,12,425,2,1788,11,0,16,11,3143,2052
1400000US06037570001,"Census Tract 5700.01, Los Angeles County, California",5017,2340,2677,338,275,256,185,430,906,642,691,320,364,376,159,75,4629,388,2049,427,19,1081,199,854,30,9,135,0,1580,3437
1400000US06037570002,"Census Tract 5700.02, Los Angeles County, California",2501,1128,1373,88,164,217,198,236,131,448,459,134,142,193,64,27,2373,128,1538,247,40,295,7,246,32,9,10,0,714,1787
1400000US06037570003,"Census Tract 5700.03, Los Angeles County, California",4011,2074,1937,338,132,94,338,267,613,547,523,391,248,365,117,38,3791,220,2244,193,12,614,0,728,20,0,42,0,1647,2364
1400000US06037570100,"Census Tract 5701, Los Angeles County, California",2982,1503,1479,160,230,193,73,203,490,450,316,214,148,259,167,79,2872,110,1117,311,0,928,25,491,0,0,66,0,1076,1906
1400000US06037570202,"Census Tract 5702.02, Los Angeles County, California",6214,2908,3306,507,434,456,328,331,1024,738,923,396,534,334,128,81,5965,249,1543,1014,36,778,64,2530,0,10,0,0,3966,2248
1400000US06037570203,"Census Tract 5702.03, Los Angeles County, California",4069,2176,1893,368,346,354,355,322,742,609,479,165,139,149,21,20,3918,151,964,712,0,93,64,2085,13,28,0,0,3040,1029
1400000US06037570204,"Census Tract 5702.04, Los Angeles County, California",4511,2135,2376,333,221,224,149,412,714,605,539,204,316,530,184,80,4364,147,1505,866,48,441,0,1504,0,0,0,0,2555,1956
1400000US06037570303,"Census Tract 5703.03, Los Angeles County, California",4552,2118,2434,619,291,233,522,330,821,641,311,479,113,152,20,20,4278,274,706,1131,122,288,109,1922,160,73,0,0,2670,1882
1400000US06037570304,"Census Tract 5703.04, Los Angeles County, California",4899,2334,2565,321,448,371,449,228,1073,601,526,211,310,213,124,24,4663,236,925,1053,177,497,11,2000,20,0,0,9,3098,1801
1400000US06037570305,"Census Tract 5703.05, Los Angeles County, California",4060,2056,2004,430,378,203,232,198,702,924,273,119,341,198,25,37,3394,666,736,565,130,158,41,1764,45,0,0,0,3049,1011
1400000US06037570306,"Census Tract 5703.06, Los Angeles County, California",2906,1696,1210,211,121,160,239,166,437,426,418,243,385,100,0,0,2527,379,810,449,0,391,0,877,103,0,40,0,1447,1459
1400000US06037570402,"Census Tract 5704.02, Los Angeles County, California",3376,1638,1738,235,305,166,336,206,414,414,367,303,162,304,129,35,3172,204,655,1417,0,123,52,925,6,10,9,17,1697,1679
1400000US06037570403,"Census Tract 5704.03, Los Angeles County, California",4196,2072,2124,461,449,279,265,378,910,337,550,126,211,160,48,22,4126,70,728,367,0,297,0,2734,0,3,37,0,3459,737
1400000US06037570404,"Census Tract 5704.04, Los Angeles County, California",3980,1855,2125,248,328,396,395,409,651,445,511,208,125,162,74,28,3259,721,860,608,34,30,121,1606,331,0,0,8,2719,1261
1400000US06037570502,"Census Tract 5705.02, Los Angeles County, California",6027,2885,3142,342,379,533,355,465,1010,742,787,280,334,441,291,68,5180,847,1319,683,11,1129,171,1867,19,10,56,70,3352,2675
1400000US06037570503,"Census Tract 5705.03, Los Angeles County, California",4624,2056,2568,288,442,412,454,565,377,684,671,119,141,368,0,103,4038,586,1060,910,0,70,230,1768,0,0,25,0,3017,1607
1400000US06037570504,"Census Tract 5705.04, Los Angeles County, California",3838,1496,2342,259,195,411,226,164,579,655,457,110,353,320,56,53,3708,130,881,424,0,471,37,1895,0,0,19,0,2584,1254
1400000US06037570601,"Census Tract 5706.01, Los Angeles County, California",5925,2752,3173,400,416,470,424,543,1200,663,672,242,459,327,82,27,5254,671,1477,733,302,817,0,1925,19,0,8,0,3834,2091
1400000US06037570602,"Census Tract 5706.02, Los Angeles County, California",5692,2766,2926,353,466,308,312,318,1323,524,703,464,172,526,223,0,5442,250,1747,718,113,1770,44,1050,24,33,63,40,2641,3051
1400000US06037570603,"Census Tract 5706.03, Los Angeles County, California",4964,1951,3013,470,618,333,368,431,939,587,502,303,208,172,31,2,4555,409,968,2438,3,196,128,822,28,18,33,31,1822,3142
1400000US06037570701,"Census Tract 5707.01, Los Angeles County, California",7545,3697,3848,472,664,462,477,436,1219,1283,933,397,363,358,293,188,6585,960,2235,1171,0,2064,0,1115,44,40,316,12,2475,5070
1400000US06037570703,"Census Tract 5707.03, Los Angeles County, California",2826,1367,1459,160,93,182,209,133,302,376,493,148,208,241,198,83,2525,301,1176,430,117,488,5,309,33,21,53,0,941,1885
1400000US06037570800,"Census Tract 5708, Los Angeles County, California",5364,2430,2934,398,282,437,375,216,685,937,862,290,356,292,117,117,4889,475,3359,418,9,633,7,463,174,0,57,57,1541,3823
1400000US06037570901,"Census Tract 5709.01, Los Angeles County, California",5684,2824,2860,302,395,310,200,256,903,743,631,471,632,397,355,89,4817,867,3073,249,127,751,61,556,63,0,286,0,1816,3868
1400000US06037570902,"Census Tract 5709.02, Los Angeles County, California",3395,1727,1668,156,135,261,135,253,550,372,451,254,236,376,39,177,3013,382,1899,227,0,405,0,482,19,20,200,36,922,2473
1400000US06037571000,"Census Tract 5710, Los Angeles County, California",5437,2719,2718,420,119,537,298,274,538,700,816,435,428,468,231,173,4724,713,3610,222,0,777,8,107,147,23,251,25,1432,4005
1400000US06037571101,"Census Tract 5711.01, Los Angeles County, California",4922,2519,2403,423,221,154,342,256,792,528,816,403,355,345,171,116,4328,594,3359,94,0,341,33,501,0,62,120,0,1625,3297
1400000US06037571102,"Census Tract 5711.02, Los Angeles County, California",3450,1808,1642,121,256,219,187,183,484,559,385,367,269,249,109,62,3131,319,2162,232,16,578,0,143,69,18,39,0,711,2739
1400000US06037571201,"Census Tract 5712.01, Los Angeles County, California",3884,1978,1906,194,209,188,197,177,679,409,327,180,390,541,131,262,3635,249,2912,69,0,333,0,321,0,72,13,0,1145,2739
1400000US06037571202,"Census Tract 5712.02, Los Angeles County, California",4028,2084,1944,137,221,228,172,94,800,565,464,353,325,401,267,1,3606,422,2177,467,50,646,0,266,0,75,169,0,945,3083
1400000US06037571300,"Census Tract 5713, Los Angeles County, California",4258,2088,2170,298,198,209,274,296,518,443,564,308,247,490,257,156,3924,334,2600,357,0,648,0,319,0,0,92,0,1423,2835
1400000US06037571400,"Census Tract 5714, Los Angeles County, California",4761,2298,2463,466,312,126,276,209,385,1024,527,407,283,490,204,52,4294,467,2139,452,10,931,0,762,70,10,180,0,1641,3120
1400000US06037571502,"Census Tract 5715.02, Los Angeles County, California",4779,2312,2467,350,223,299,229,338,459,669,738,290,261,640,205,78,4641,138,1533,967,26,1323,11,781,12,0,87,0,1456,3323
1400000US06037571504,"Census Tract 5715.04, Los Angeles County, California",4901,2310,2591,441,180,355,254,225,909,494,828,502,232,354,91,36,4653,248,2086,678,0,661,11,1217,25,0,85,7,1595,3306
1400000US06037571505,"Census Tract 5715.05, Los Angeles County, California",3034,1556,1478,251,154,98,165,359,545,361,409,252,161,158,100,21,2410,624,917,565,0,586,0,342,6,0,7,0,1442,1592
1400000US06037571600,"Census Tract 5716, Los Angeles County, California",2314,928,1386,160,251,315,302,143,276,323,122,99,131,126,51,15,2300,14,290,1288,0,55,0,667,0,0,0,4,734,1580
1400000US06037571701,"Census Tract 5717.01, Los Angeles County, California",6647,3693,2954,654,374,658,484,522,1477,948,504,220,366,279,147,14,6195,452,2915,855,30,915,0,1480,29,0,33,0,4205,2442
1400000US06037571703,"Census Tract 5717.03, Los Angeles County, California",3367,1611,1756,149,213,228,226,389,349,292,622,209,196,316,112,66,3331,36,827,615,188,433,0,1268,0,0,26,0,2069,1298
1400000US06037571704,"Census Tract 5717.04, Los Angeles County, California",4026,2005,2021,175,351,243,290,325,762,652,486,224,131,294,54,39,3604,422,768,750,95,210,0,1781,0,0,0,0,2594,1432
1400000US06037571800,"Census Tract 5718, Los Angeles County, California",3176,1564,1612,88,226,269,72,54,378,249,556,255,334,416,145,134,2952,224,1940,241,0,387,0,384,25,0,0,0,919,2257
1400000US06037571900,"Census Tract 5719, Los Angeles County, California",5403,2667,2736,180,358,444,439,102,737,1045,709,318,367,454,73,177,5033,370,3335,476,0,605,0,617,175,0,96,0,1641,3762
1400000US06037572001,"Census Tract 5720.01, Los Angeles County, California",6201,3085,3116,500,343,423,326,386,809,775,932,461,433,531,152,130,5464,737,3657,453,0,699,0,655,180,0,164,0,1602,4599
1400000US06037572201,"Census Tract 5722.01, Los Angeles County, California",6038,2901,3137,322,261,396,449,771,735,719,1176,147,218,421,264,159,5106,932,2484,680,27,1153,4,758,183,23,30,0,2879,3159
1400000US06037572202,"Census Tract 5722.02, Los Angeles County, California",3297,1776,1521,162,157,192,114,179,480,570,474,273,184,341,109,62,3128,169,1234,472,0,949,91,382,13,11,6,0,1167,2130
1400000US06037572301,"Census Tract 5723.01, Los Angeles County, California",3764,2026,1738,224,328,293,232,342,629,499,386,205,408,149,56,13,3669,95,1712,147,0,693,27,1090,26,0,0,16,2643,1121
1400000US06037572500,"Census Tract 5725, Los Angeles County, California",3973,1619,2354,202,416,215,350,296,437,429,413,130,221,480,225,159,3617,356,1158,679,0,1140,0,640,42,0,22,180,1436,2537
1400000US06037572600,"Census Tract 5726, Los Angeles County, California",5058,2428,2630,218,236,319,398,541,656,641,700,277,413,358,189,112,4624,434,1586,452,63,1549,98,876,34,25,46,16,2614,2444
1400000US06037572700,"Census Tract 5727, Los Angeles County, California",4850,2476,2374,176,260,350,467,443,443,725,603,405,376,320,240,42,4552,298,1532,257,22,1956,179,606,0,17,37,11,2172,2678
1400000US06037573002,"Census Tract 5730.02, Los Angeles County, California",3721,1750,1971,224,370,300,326,262,837,471,468,188,116,113,5,41,3670,51,2280,710,37,154,0,489,36,0,0,0,2610,1111
1400000US06037573003,"Census Tract 5730.03, Los Angeles County, California",1788,950,838,112,125,94,99,172,292,249,285,89,74,150,42,5,1733,55,902,175,0,406,0,250,0,0,19,0,777,1011
1400000US06037573004,"Census Tract 5730.04, Los Angeles County, California",4866,2182,2684,433,286,372,263,318,778,900,567,305,370,119,135,20,4729,137,2587,1303,153,301,196,189,17,66,19,0,2623,2243
1400000US06037573101,"Census Tract 5731.01, Los Angeles County, California",4741,2669,2072,302,413,368,129,362,1002,533,727,133,284,330,10,148,4426,315,1802,1540,15,371,0,698,0,35,0,0,2470,2271
1400000US06037573102,"Census Tract 5731.02, Los Angeles County, California",2785,1344,1441,286,172,122,180,245,514,344,383,88,223,150,45,33,2688,97,1750,349,0,180,0,409,15,0,30,0,1713,1072
1400000US06037573201,"Census Tract 5732.01, Los Angeles County, California",4339,2251,2088,211,275,481,305,416,649,700,515,291,198,150,111,37,4146,193,2108,411,0,830,0,797,0,0,99,0,2894,1445
1400000US06037573202,"Census Tract 5732.02, Los Angeles County, California",6348,3160,3188,570,333,480,371,505,1019,945,748,303,314,573,137,50,6125,223,2046,597,130,1812,0,1540,0,10,0,0,3620,2728
1400000US06037573300,"Census Tract 5733, Los Angeles County, California",4112,1946,2166,327,354,341,230,449,586,579,512,169,270,188,54,53,4070,42,1277,767,0,1350,0,676,19,0,0,0,1826,2286
1400000US06037573401,"Census Tract 5734.01, Los Angeles County, California",1458,644,814,134,48,95,74,54,189,244,195,85,112,164,22,42,1372,86,682,263,7,242,0,178,6,29,12,15,536,922
1400000US06037573402,"Census Tract 5734.02, Los Angeles County, California",6778,3369,3409,477,328,405,247,532,1489,784,1083,417,289,636,84,7,6372,406,3715,362,0,1391,17,887,0,51,177,0,3083,3695
1400000US06037573403,"Census Tract 5734.03, Los Angeles County, California",3194,1389,1805,143,108,154,134,143,623,443,516,246,270,187,171,56,3096,98,1330,669,0,834,6,257,0,0,47,0,564,2630
1400000US06037573601,"Census Tract 5736.01, Los Angeles County, California",6522,3385,3137,349,424,304,262,332,739,787,953,540,547,806,205,274,6016,506,4415,758,15,666,18,144,64,62,87,0,1453,5069
1400000US06037573700,"Census Tract 5737, Los Angeles County, California",5091,2393,2698,518,395,340,206,257,507,906,708,360,218,345,226,105,4625,466,3745,121,30,555,19,155,19,66,125,0,1544,3547
1400000US06037573800,"Census Tract 5738, Los Angeles County, California",4335,1921,2414,193,288,308,152,154,424,689,680,209,378,590,107,163,3921,414,3131,60,29,416,70,215,20,26,205,0,809,3526
1400000US06037573902,"Census Tract 5739.02, Los Angeles County, California",1981,930,1051,31,64,122,137,97,118,190,345,138,186,295,130,128,1793,188,1368,112,0,215,0,98,29,28,55,0,440,1541
1400000US06037574000,"Census Tract 5740, Los Angeles County, California",5086,2529,2557,261,261,300,270,196,351,696,1019,317,394,501,359,161,4729,357,3729,304,0,438,0,258,0,16,208,0,1001,4085
1400000US06037574100,"Census Tract 5741, Los Angeles County, California",5058,2396,2662,281,321,470,189,157,598,735,794,341,301,695,110,66,4661,397,3455,318,35,603,1,249,19,4,110,0,920,4138
1400000US06037574201,"Census Tract 5742.01, Los Angeles County, California",3001,1765,1236,194,258,166,176,109,231,533,471,214,229,171,122,127,2704,297,1957,336,0,334,0,77,50,9,60,0,382,2619
1400000US06037574202,"Census Tract 5742.02, Los Angeles County, California",2400,1201,1199,106,111,179,107,174,404,228,247,216,149,220,135,124,2250,150,1764,94,0,285,4,103,40,34,30,0,827,1573
1400000US06037574300,"Census Tract 5743, Los Angeles County, California",5942,2870,3072,387,63,635,386,291,1030,811,770,370,347,396,276,180,5784,158,5245,51,41,348,0,99,14,21,51,0,1374,4568
1400000US06037574400,"Census Tract 5744, Los Angeles County, California",5509,2626,2883,319,174,583,295,250,602,628,756,458,378,696,170,200,5255,254,4304,369,0,488,30,64,68,40,104,0,909,4600
1400000US06037574500,"Census Tract 5745, Los Angeles County, California",6625,2992,3633,529,285,272,297,500,594,796,887,749,379,855,281,201,6334,291,4731,397,172,581,19,434,40,14,227,0,1202,5423
1400000US06037574602,"Census Tract 5746.02, Los Angeles County, California",1273,685,588,79,40,41,59,27,132,183,112,113,87,158,106,136,1201,72,895,42,0,264,0,0,29,0,43,0,166,1107
1400000US06037574800,"Census Tract 5748, Los Angeles County, California",3069,1605,1464,149,62,176,71,284,546,344,430,194,308,212,215,78,2752,317,2098,348,16,244,0,46,60,11,57,8,501,2568
1400000US06037574901,"Census Tract 5749.01, Los Angeles County, California",3897,2016,1881,185,187,244,227,320,455,517,766,347,259,213,151,26,3609,288,2853,54,14,364,0,324,111,0,79,3,918,2979
1400000US06037574902,"Census Tract 5749.02, Los Angeles County, California",5481,2632,2849,373,192,231,661,1731,676,711,343,112,176,178,79,18,5154,327,2805,790,6,1313,30,210,49,14,211,0,1049,4432
1400000US06037575001,"Census Tract 5750.01, Los Angeles County, California",4283,1958,2325,179,208,324,219,181,1255,570,566,198,220,251,67,45,4055,228,2243,690,0,940,0,182,8,0,82,0,1476,2807
1400000US06037575002,"Census Tract 5750.02, Los Angeles County, California",4583,2332,2251,309,179,136,205,333,892,602,847,198,113,496,141,132,4432,151,2711,532,0,751,0,438,0,62,69,0,1224,3359
1400000US06037575101,"Census Tract 5751.01, Los Angeles County, California",4231,1930,2301,446,369,270,280,396,819,501,540,133,213,165,63,36,4093,138,2318,690,66,588,0,431,0,29,11,0,2362,1869
1400000US06037575102,"Census Tract 5751.02, Los Angeles County, California",4066,2116,1950,293,315,265,317,248,704,516,654,225,215,225,89,0,3897,169,2005,398,21,775,0,698,0,0,24,42,2579,1487
1400000US06037575103,"Census Tract 5751.03, Los Angeles County, California",5131,2339,2792,329,206,275,274,530,1114,659,850,278,230,324,32,30,4889,242,2639,726,145,587,52,740,29,0,57,0,2699,2432
1400000US06037575201,"Census Tract 5752.01, Los Angeles County, California",4745,2362,2383,270,316,382,454,492,875,544,685,229,178,194,50,76,4474,271,1125,574,149,1405,0,1221,0,0,8,7,2684,2061
1400000US06037575202,"Census Tract 5752.02, Los Angeles County, California",3796,1967,1829,325,334,290,326,370,455,589,387,240,117,351,12,0,3697,99,1797,226,77,813,0,784,0,43,0,8,2572,1224
1400000US06037575300,"Census Tract 5753, Los Angeles County, California",4382,1947,2435,469,341,401,401,339,726,627,322,194,199,221,95,47,4276,106,1687,476,44,678,27,1364,10,0,12,0,2848,1534
1400000US06037575401,"Census Tract 5754.01, Los Angeles County, California",4602,2285,2317,469,426,254,279,467,1163,423,486,244,182,169,29,11,4424,178,2219,605,18,60,0,1522,0,5,25,0,3600,1002
1400000US06037575402,"Census Tract 5754.02, Los Angeles County, California",3935,1851,2084,311,320,325,300,294,846,703,430,165,101,89,39,12,3757,178,2000,330,87,160,0,1180,54,0,28,0,3292,643
1400000US06037575801,"Census Tract 5758.01, Los Angeles County, California",2240,1195,1045,214,147,258,147,180,314,360,234,129,199,47,9,2,2019,221,1068,202,64,103,0,582,0,0,0,0,1715,525
1400000US06037575802,"Census Tract 5758.02, Los Angeles County, California",5499,2874,2625,452,495,375,481,604,1007,478,701,398,210,242,33,23,5072,427,2386,407,110,191,46,1932,43,49,25,0,4052,1447
1400000US06037575803,"Census Tract 5758.03, Los Angeles County, California",3205,1420,1785,286,287,134,179,67,621,306,292,57,215,441,224,96,3052,153,1790,198,0,276,0,788,9,0,21,55,1982,1223
1400000US06037575901,"Census Tract 5759.01, Los Angeles County, California",3695,1671,2024,218,185,384,222,446,730,499,498,101,231,105,52,24,3295,400,1286,892,13,317,0,787,8,7,11,0,1746,1949
1400000US06037575902,"Census Tract 5759.02, Los Angeles County, California",5411,2739,2672,332,273,211,39,426,1458,765,875,240,329,175,265,23,5208,203,3100,1029,65,462,0,552,95,0,27,45,1733,3678
1400000US06037576001,"Census Tract 5760.01, Los Angeles County, California",5416,3173,2243,125,94,48,151,115,1539,1336,700,494,435,284,79,16,5154,262,3271,627,17,1009,82,148,48,0,36,0,835,4581
1400000US06037576200,"Census Tract 5762, Los Angeles County, California",5079,2680,2399,191,21,179,328,542,1132,927,744,173,418,262,107,55,4567,512,2439,1066,16,345,0,701,99,35,41,96,1613,3466
1400000US06037576301,"Census Tract 5763.01, Los Angeles County, California",4409,2296,2113,223,242,287,200,417,882,609,439,377,303,251,123,56,3590,819,1334,1153,14,386,24,679,61,17,27,20,2252,2157
1400000US06037576302,"Census Tract 5763.02, Los Angeles County, California",3526,1838,1688,252,265,210,297,356,705,488,416,198,61,171,82,25,3403,123,1611,452,0,700,0,640,0,0,13,0,1909,1617
1400000US06037576401,"Census Tract 5764.01, Los Angeles County, California",5172,2802,2370,404,397,554,403,231,904,620,517,436,314,278,72,42,4537,635,1830,567,0,485,0,1655,45,62,0,143,3606,1566
1400000US06037576402,"Census Tract 5764.02, Los Angeles County, California",4805,2510,2295,425,371,395,331,490,893,665,543,271,173,176,8,64,4566,239,2241,578,17,358,14,1358,30,65,13,0,3341,1464
1400000US06037576403,"Census Tract 5764.03, Los Angeles County, California",5043,2358,2685,321,463,473,357,469,980,671,558,287,199,164,20,81,4934,109,1962,688,0,651,11,1622,0,0,7,0,2966,2077
1400000US06037576501,"Census Tract 5765.01, Los Angeles County, California",2986,1506,1480,199,170,254,161,174,607,492,325,114,157,229,94,10,2676,310,1405,355,0,300,12,604,78,3,53,0,1278,1708
1400000US06037576502,"Census Tract 5765.02, Los Angeles County, California",5176,2903,2273,237,142,176,418,406,1617,732,542,232,241,390,43,0,4813,363,2286,1125,14,383,0,1005,110,11,24,0,2707,2469
1400000US06037576503,"Census Tract 5765.03, Los Angeles County, California",3941,2119,1822,108,115,159,244,487,865,610,561,255,218,196,73,50,3628,313,2133,596,49,204,0,646,32,32,117,0,1607,2334
1400000US06037576601,"Census Tract 5766.01, Los Angeles County, California",3758,1945,1813,25,150,0,50,133,979,930,426,377,209,335,111,33,3621,137,2442,327,13,173,0,666,60,23,27,0,1133,2625
1400000US06037576602,"Census Tract 5766.02, Los Angeles County, California",4781,2542,2239,99,64,164,118,402,1457,644,722,417,161,343,176,14,4449,332,3349,390,0,394,0,316,86,32,0,9,1360,3421
1400000US06037576700,"Census Tract 5767, Los Angeles County, California",4015,1968,2047,301,78,59,45,159,857,582,599,217,360,513,160,85,3825,190,3117,242,15,343,5,103,50,21,72,0,845,3170
