Geography,Geographic Area Name,"Employed population (16+ years, all)","Employed population (16+ years, female)",Workers who commute to work (total),Workers who commute to work (drive alone),Workers who commute to work (carpool),Workers who commute to work (public transit),Workers who commute to work (walk),Workers who commute to work (other),Workers who commute to work (work from home),Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars)
1400000US06037139705,"Census Tract 1397.05, Los Angeles County, California",2993,1660,1688,1275,33,26,0,59,295,28.3,208381,306138
1400000US06037139801,"Census Tract 1398.01, Los Angeles County, California",2876,1437,1710,1164,36,0,37,40,433,40.6,142250,203048
1400000US06037139802,"Census Tract 1398.02, Los Angeles County, California",3183,1633,1622,1426,24,0,0,0,172,37.7,157656,223081
1400000US06037141101,"Census Tract 1411.01, Los Angeles County, California",3612,2253,2560,1915,236,48,7,56,298,30.8,63932,101362
1400000US06037141102,"Census Tract 1411.02, Los Angeles County, California",2570,1269,1771,1210,74,42,0,38,407,33.3,99375,138480
1400000US06037141201,"Census Tract 1412.01, Los Angeles County, California",3640,1941,2668,2093,108,59,61,29,318,31.4,86754,107362
1400000US06037141202,"Census Tract 1412.02, Los Angeles County, California",2619,1498,1672,1210,14,15,29,16,388,27.2,90474,132983
1400000US06037141303,"Census Tract 1413.03, Los Angeles County, California",3112,1564,2136,1614,80,45,32,14,351,35.7,72399,91068
1400000US06037141304,"Census Tract 1413.04, Los Angeles County, California",2743,1487,2093,1555,28,0,6,0,504,34.7,101455,186493
1400000US06037141305,"Census Tract 1413.05, Los Angeles County, California",2399,1169,1717,1326,0,31,30,0,330,35.9,107629,137454
1400000US06037141306,"Census Tract 1413.06, Los Angeles County, California",2855,1571,1944,1434,119,108,25,16,242,33.1,87188,159515
1400000US06037141400,"Census Tract 1414, Los Angeles County, California",4102,2127,2462,1771,67,79,76,118,351,31.5,102351,180596
1400000US06037141500,"Census Tract 1415, Los Angeles County, California",2527,1236,1270,1019,25,0,24,29,173,27.7,195500,346770
1400000US06037141600,"Census Tract 1416, Los Angeles County, California",3494,1661,2388,1654,114,0,0,43,577,32.7,169185,227623
1400000US06037141700,"Census Tract 1417, Los Angeles County, California",2709,1280,1657,1109,41,46,0,0,461,36.4,"250,000+",339803
1400000US06037143101,"Census Tract 1431.01, Los Angeles County, California",1773,857,1004,688,146,40,40,0,90,26.2,99875,191398
1400000US06037143102,"Census Tract 1431.02, Los Angeles County, California",1987,960,1504,1071,68,18,51,29,267,25.6,92800,125713
1400000US06037143200,"Census Tract 1432, Los Angeles County, California",3950,1941,2952,2193,66,203,0,165,325,36.2,73362,95402
1400000US06037143301,"Census Tract 1433.01, Los Angeles County, California",3012,1623,2066,1352,134,33,48,0,499,26.4,67396,98489
1400000US06037143302,"Census Tract 1433.02, Los Angeles County, California",2750,1357,1661,1153,149,25,33,35,266,32.9,112955,144958
1400000US06037143401,"Census Tract 1434.01, Los Angeles County, California",4555,2422,3122,1998,202,66,60,130,666,33.1,116859,155394
1400000US06037143402,"Census Tract 1434.02, Los Angeles County, California",1573,823,1117,779,9,11,53,0,265,35.8,126875,241187
1400000US06037143500,"Census Tract 1435, Los Angeles County, California",4670,2488,2947,2193,236,66,10,23,419,33.6,119816,147507
1400000US06037143602,"Census Tract 1436.02, Los Angeles County, California",4433,1951,2417,1553,105,58,46,64,591,29.2,100482,170935
1400000US06037143603,"Census Tract 1436.03, Los Angeles County, California",2172,1142,1624,1113,37,60,22,6,386,30.7,85455,100224
1400000US06037143605,"Census Tract 1436.05, Los Angeles County, California",1760,784,1392,993,67,77,64,90,101,34.7,73750,81917
1400000US06037143606,"Census Tract 1436.06, Los Angeles County, California",1572,714,1285,929,87,124,12,13,120,29.6,89135,99934
1400000US06037143700,"Census Tract 1437, Los Angeles County, California",3199,1785,2224,1477,86,19,44,54,544,31.2,122750,207763
1400000US06037143801,"Census Tract 1438.01, Los Angeles County, California",2718,1252,1875,1264,84,74,15,37,401,35.9,165227,197467
1400000US06037143802,"Census Tract 1438.02, Los Angeles County, California",2169,874,1631,1199,47,190,0,85,110,28.6,132052,190862
1400000US06037143901,"Census Tract 1439.01, Los Angeles County, California",3396,1814,1990,1173,216,0,58,17,526,34,204653,299353
1400000US06037143902,"Census Tract 1439.02, Los Angeles County, California",2414,1178,1542,1096,108,19,25,49,245,35.4,118419,204351
1400000US06037181000,"Census Tract 1810, Los Angeles County, California",5102,2638,2911,2123,169,15,41,15,548,32.9,107708,151703
1400000US06037181300,"Census Tract 1813, Los Angeles County, California",3439,1744,2262,1629,202,97,60,32,242,32,115174,144761
1400000US06037181400,"Census Tract 1814, Los Angeles County, California",4020,2069,2359,1774,187,138,54,43,163,32.7,85409,97822
1400000US06037181500,"Census Tract 1815, Los Angeles County, California",3268,1554,2025,1442,163,37,6,84,293,34.2,114034,145121
1400000US06037181600,"Census Tract 1816, Los Angeles County, California",4249,2434,2230,1027,223,93,619,72,196,25.3,90571,108167
1400000US06037183101,"Census Tract 1831.01, Los Angeles County, California",2209,1141,1486,937,36,84,15,43,371,36,59219,99768
1400000US06037183103,"Census Tract 1831.03, Los Angeles County, California",3768,1889,2436,1498,214,362,0,22,340,34.4,69032,89477
1400000US06037183104,"Census Tract 1831.04, Los Angeles County, California",1772,874,1043,836,40,35,4,0,128,31.2,93798,115823
1400000US06037183220,"Census Tract 1832.20, Los Angeles County, California",3024,1524,1954,1199,336,117,0,99,203,42,80817,100800
1400000US06037183221,"Census Tract 1832.21, Los Angeles County, California",3243,1575,2004,1129,370,214,62,0,229,34.1,85450,116888
1400000US06037183222,"Census Tract 1832.22, Los Angeles County, California",3179,1546,1916,1163,96,38,0,97,522,32.1,93839,125937
1400000US06037183300,"Census Tract 1833, Los Angeles County, California",2941,1454,1798,1273,187,112,44,23,159,35.5,75048,92864
1400000US06037183401,"Census Tract 1834.01, Los Angeles County, California",2120,1131,1176,778,170,68,57,31,72,35.9,68182,95908
1400000US06037183402,"Census Tract 1834.02, Los Angeles County, California",2540,1236,1559,950,172,28,182,30,197,26.1,63618,86497
1400000US06037183510,"Census Tract 1835.10, Los Angeles County, California",2202,1120,1350,882,160,111,37,59,101,32.8,77292,101280
1400000US06037183520,"Census Tract 1835.20, Los Angeles County, California",2974,1421,1645,1015,266,172,29,58,105,33.8,56104,75392
1400000US06037183610,"Census Tract 1836.10, Los Angeles County, California",2455,1208,1529,1049,136,166,45,32,101,35.1,65724,76683
1400000US06037183620,"Census Tract 1836.20, Los Angeles County, California",2596,1375,1576,1016,170,147,38,53,152,33.3,75083,92760
1400000US06037183701,"Census Tract 1837.01, Los Angeles County, California",2877,1537,1935,1296,196,227,22,0,194,33.9,65313,79386
1400000US06037183702,"Census Tract 1837.02, Los Angeles County, California",2460,1176,1425,883,182,61,76,19,204,32.2,86719,124554
1400000US06037183810,"Census Tract 1838.10, Los Angeles County, California",3295,1665,2030,1091,173,355,103,32,276,31.4,61250,65446
1400000US06037183820,"Census Tract 1838.20, Los Angeles County, California",2900,1349,1882,1213,208,195,13,32,221,32.3,58100,70524
1400000US06037185101,"Census Tract 1851.01, Los Angeles County, California",2434,1097,1728,1206,28,193,98,43,160,32.5,88400,117256
1400000US06037185102,"Census Tract 1851.02, Los Angeles County, California",3040,1573,2079,1263,16,80,87,80,553,31.1,145088,153872
1400000US06037185202,"Census Tract 1852.02, Los Angeles County, California",3258,1529,2038,1127,251,229,0,79,352,33,90529,196867
1400000US06037185203,"Census Tract 1852.03, Los Angeles County, California",2395,1171,1539,1103,232,111,47,20,26,32.7,70096,87371
1400000US06037185204,"Census Tract 1852.04, Los Angeles County, California",1620,837,967,624,88,27,6,79,143,39.1,90000,118564
1400000US06037185310,"Census Tract 1853.10, Los Angeles County, California",2489,1204,1385,1051,147,111,33,11,32,35.4,67076,78848
1400000US06037185320,"Census Tract 1853.20, Los Angeles County, California",2471,1139,1385,1038,74,102,16,79,76,29.6,51042,63802
1400000US06037186100,"Census Tract 1861, Los Angeles County, California",4116,2036,2930,2208,378,26,27,34,257,31.5,100074,128444
1400000US06037186201,"Census Tract 1862.01, Los Angeles County, California",3001,1583,1738,1210,232,146,0,17,133,31.2,72875,90912
1400000US06037186202,"Census Tract 1862.02, Los Angeles County, California",1635,736,1078,652,159,75,7,27,158,32.8,83836,113117
1400000US06037186203,"Census Tract 1862.03, Los Angeles County, California",2490,1215,1659,1276,68,9,7,85,214,34.2,115074,142376
1400000US06037186301,"Census Tract 1863.01, Los Angeles County, California",2142,1096,1381,892,118,195,14,34,128,33.3,64018,91015
1400000US06037186302,"Census Tract 1863.02, Los Angeles County, California",4729,2139,2685,1908,505,53,20,24,175,27.8,90694,115946
1400000US06037186401,"Census Tract 1864.01, Los Angeles County, California",2403,1252,1471,818,240,183,75,22,133,38.2,45833,63065
1400000US06037186403,"Census Tract 1864.03, Los Angeles County, California",2234,1154,1267,914,190,61,17,6,79,29.5,64412,91414
1400000US06037186404,"Census Tract 1864.04, Los Angeles County, California",2341,1231,1345,821,248,118,19,26,113,28.3,62264,93494
1400000US06037187101,"Census Tract 1871.01, Los Angeles County, California",2873,1515,1689,1039,161,43,49,12,385,29.9,84531,111799
1400000US06037187102,"Census Tract 1871.02, Los Angeles County, California",3699,2162,2039,1495,174,113,28,13,216,30.9,67617,89142
1400000US06037187200,"Census Tract 1872, Los Angeles County, California",2924,1714,1917,1215,165,69,39,51,378,33.1,79327,102020
1400000US06037187300,"Census Tract 1873, Los Angeles County, California",3270,1539,2261,1602,105,12,13,48,481,28.7,97813,147162
1400000US06037188100,"Census Tract 1881, Los Angeles County, California",3614,1842,2453,1492,358,161,77,39,326,29.3,57350,72643
1400000US06037188201,"Census Tract 1882.01, Los Angeles County, California",2880,1356,2172,1474,139,75,33,53,398,30.7,88786,135247
1400000US06037188202,"Census Tract 1882.02, Los Angeles County, California",2482,1122,1789,1053,82,72,36,27,519,28,119176,211329
1400000US06037188300,"Census Tract 1883, Los Angeles County, California",3319,1585,2103,1440,115,206,22,57,263,37.3,111489,151079
1400000US06037189101,"Census Tract 1891.01, Los Angeles County, California",2300,1276,1702,1080,129,80,102,19,292,29,92404,113305
1400000US06037189102,"Census Tract 1891.02, Los Angeles County, California",3442,1687,2484,1856,90,124,27,21,366,30.9,95000,132437
1400000US06037189201,"Census Tract 1892.01, Los Angeles County, California",2837,1555,1867,1234,15,150,43,55,370,33.6,48103,67715
1400000US06037189202,"Census Tract 1892.02, Los Angeles County, California",2281,1121,1437,839,63,42,49,38,406,27,122188,177840
1400000US06037189300,"Census Tract 1893, Los Angeles County, California",2634,1325,1769,1158,148,38,11,25,389,28.1,156827,277875
1400000US06037189400,"Census Tract 1894, Los Angeles County, California",2696,1325,1830,1151,89,9,58,9,514,31.5,156161,235657
1400000US06037189501,"Census Tract 1895.01, Los Angeles County, California",2045,952,1598,962,61,79,0,43,453,33.4,66071,101394
1400000US06037189502,"Census Tract 1895.02, Los Angeles County, California",2049,1031,1327,826,66,123,62,0,250,28.8,55694,64259
1400000US06037189600,"Census Tract 1896, Los Angeles County, California",3486,1735,2561,1722,49,245,43,78,424,25.3,67425,126006
1400000US06037189702,"Census Tract 1897.02, Los Angeles County, California",2232,1157,1370,739,0,108,42,31,450,35.1,79536,151278
1400000US06037189703,"Census Tract 1897.03, Los Angeles County, California",1763,890,1178,1018,48,0,0,35,77,27.8,106970,210877
1400000US06037189704,"Census Tract 1897.04, Los Angeles County, California",1174,618,669,477,80,38,0,23,51,34.1,108430,170881
1400000US06037189801,"Census Tract 1898.01, Los Angeles County, California",1756,902,1196,789,7,67,40,27,266,36.2,80663,128488
1400000US06037189802,"Census Tract 1898.02, Los Angeles County, California",1923,892,1154,812,35,74,0,183,50,28.3,64489,99982
1400000US06037189903,"Census Tract 1899.03, Los Angeles County, California",2120,825,1451,907,65,27,43,93,316,30.2,85745,98777
1400000US06037189904,"Census Tract 1899.04, Los Angeles County, California",2308,1204,1684,1302,9,207,40,50,76,29.8,58594,72051
1400000US06037189905,"Census Tract 1899.05, Los Angeles County, California",2209,948,1685,1203,87,71,76,45,203,31.6,72471,111574
1400000US06037189906,"Census Tract 1899.06, Los Angeles County, California",2608,1162,2044,1161,21,153,41,113,555,33.5,70868,104165
1400000US06037189907,"Census Tract 1899.07, Los Angeles County, California",2097,986,1555,855,82,39,130,70,379,26.1,69489,70659
1400000US06037190101,"Census Tract 1901.01, Los Angeles County, California",1602,658,997,661,60,97,70,16,93,25.3,34313,47164
1400000US06037190102,"Census Tract 1901.02, Los Angeles County, California",2646,1306,2144,969,96,213,439,42,385,30.1,59632,75793
1400000US06037190201,"Census Tract 1902.01, Los Angeles County, California",2618,1264,1384,775,9,286,143,34,137,29,31403,49690
1400000US06037190202,"Census Tract 1902.02, Los Angeles County, California",3130,1440,2153,1121,51,183,297,251,250,29.9,40723,50521
1400000US06037190302,"Census Tract 1903.02, Los Angeles County, California",2850,1599,1786,1018,108,123,201,71,265,25.4,65976,90155
1400000US06037190303,"Census Tract 1903.03, Los Angeles County, California",2741,1029,1562,841,0,283,165,120,153,27.3,38553,58414
1400000US06037190401,"Census Tract 1904.01, Los Angeles County, California",2893,1694,1932,992,15,254,32,178,461,27.4,49132,64722
1400000US06037190402,"Census Tract 1904.02, Los Angeles County, California",1962,940,1293,714,116,343,0,18,102,36.2,45758,53954
1400000US06037190510,"Census Tract 1905.10, Los Angeles County, California",3211,1548,2010,1121,90,447,140,49,163,31.8,47180,57296
1400000US06037190520,"Census Tract 1905.20, Los Angeles County, California",3312,1703,1925,1047,28,289,169,120,272,29.9,43688,59986
1400000US06037190701,"Census Tract 1907.01, Los Angeles County, California",1485,619,763,352,64,130,102,21,94,26.3,36183,69539
1400000US06037190702,"Census Tract 1907.02, Los Angeles County, California",1090,508,806,418,100,55,52,0,181,35.1,60150,92644
1400000US06037190801,"Census Tract 1908.01, Los Angeles County, California",2519,1230,963,518,30,172,49,45,149,37.8,26488,53435
1400000US06037190802,"Census Tract 1908.02, Los Angeles County, California",2887,1387,1752,655,219,274,98,107,399,32.2,61612,68303
1400000US06037190901,"Census Tract 1909.01, Los Angeles County, California",3734,1668,2389,1530,171,552,55,0,81,33.6,39435,56671
1400000US06037190902,"Census Tract 1909.02, Los Angeles County, California",3298,1382,2128,1198,288,283,84,44,231,30.5,50417,57299
1400000US06037191000,"Census Tract 1910, Los Angeles County, California",4381,1571,3301,1676,186,446,69,221,703,30.8,71621,91174
1400000US06037191110,"Census Tract 1911.10, Los Angeles County, California",3481,1824,1396,750,163,275,86,16,106,26.6,41211,48128
1400000US06037191120,"Census Tract 1911.20, Los Angeles County, California",3193,1440,1810,1094,106,302,85,75,148,34.4,34189,56202
1400000US06037191201,"Census Tract 1912.01, Los Angeles County, California",4759,2653,3048,1086,146,338,1023,51,404,22,41288,57629
1400000US06037191203,"Census Tract 1912.03, Los Angeles County, California",2130,974,1284,575,133,214,185,40,137,36.8,29444,52264
1400000US06037191204,"Census Tract 1912.04, Los Angeles County, California",1454,739,896,368,132,213,53,19,111,39.1,40962,53399
1400000US06037191301,"Census Tract 1913.01, Los Angeles County, California",2015,1145,1255,690,94,250,81,8,132,35.3,49405,72097
1400000US06037191302,"Census Tract 1913.02, Los Angeles County, California",1682,727,1127,594,94,197,136,29,77,33.5,50469,69085
1400000US06037191410,"Census Tract 1914.10, Los Angeles County, California",3355,1497,2107,1082,132,516,188,74,115,31.6,46373,63067
1400000US06037191420,"Census Tract 1914.20, Los Angeles County, California",3249,1346,2466,1374,77,448,276,78,213,30.2,65230,83404
1400000US06037191500,"Census Tract 1915, Los Angeles County, California",5079,2600,3016,1779,168,639,133,101,196,40.2,57148,78743
1400000US06037191610,"Census Tract 1916.10, Los Angeles County, California",3232,1656,2299,1288,180,466,80,134,151,35.1,48750,60820
1400000US06037191620,"Census Tract 1916.20, Los Angeles County, California",2055,996,1131,656,125,208,78,28,36,38.5,30052,41875
1400000US06037191710,"Census Tract 1917.10, Los Angeles County, California",2381,1213,1311,775,36,241,29,63,167,29.6,27254,39526
1400000US06037191720,"Census Tract 1917.20, Los Angeles County, California",2614,1145,1809,825,120,726,25,58,55,37.5,33106,44457
1400000US06037191810,"Census Tract 1918.10, Los Angeles County, California",2717,1297,1919,1230,69,383,118,76,43,34.2,48584,54441
1400000US06037191820,"Census Tract 1918.20, Los Angeles County, California",3280,1567,2450,1447,119,235,46,62,541,42.7,65469,82872
1400000US06037191901,"Census Tract 1919.01, Los Angeles County, California",2991,1353,2263,1301,198,316,147,114,187,32.5,51391,64489
1400000US06037191902,"Census Tract 1919.02, Los Angeles County, California",2451,1198,1993,1416,64,54,62,50,347,30.6,89583,160422
1400000US06037192001,"Census Tract 1920.01, Los Angeles County, California",2016,965,1298,821,63,48,53,24,289,31.5,73322,162037
1400000US06037192002,"Census Tract 1920.02, Los Angeles County, California",2490,1207,1724,1174,99,33,23,51,344,30.6,120475,147881
1400000US06037192300,"Census Tract 1923, Los Angeles County, California",2267,1206,1664,1145,34,20,43,150,272,28.7,84924,138766
1400000US06037192410,"Census Tract 1924.10, Los Angeles County, California",3505,1870,2155,1423,81,117,29,11,494,31.1,87302,157747
1400000US06037192420,"Census Tract 1924.20, Los Angeles County, California",3321,1556,2352,1988,62,124,30,23,125,30.2,58784,89739
1400000US06037192510,"Census Tract 1925.10, Los Angeles County, California",3165,1679,2037,1374,291,175,0,30,167,30.6,54688,67342
1400000US06037192520,"Census Tract 1925.20, Los Angeles County, California",4251,2059,2753,1870,104,640,59,43,37,31.7,48110,62554
1400000US06037192610,"Census Tract 1926.10, Los Angeles County, California",3125,1543,2051,1022,179,512,59,8,271,33.3,44045,56277
1400000US06037192620,"Census Tract 1926.20, Los Angeles County, California",3008,1545,1729,926,67,568,52,35,81,34.6,41553,53533
1400000US06037192700,"Census Tract 1927, Los Angeles County, California",3127,1456,1694,1036,259,259,63,0,77,25.9,50430,61529
1400000US06037194101,"Census Tract 1941.01, Los Angeles County, California",3132,1332,2182,1486,84,62,23,190,337,28.4,92434,145084
1400000US06037194102,"Census Tract 1941.02, Los Angeles County, California",2419,1105,1532,1140,33,12,11,41,295,32.3,100515,180503
1400000US06037194200,"Census Tract 1942, Los Angeles County, California",3022,1393,1986,1334,49,16,61,85,441,33.1,190671,251036
1400000US06037194300,"Census Tract 1943, Los Angeles County, California",2537,1101,1636,971,52,0,20,9,584,33.1,228836,395209
1400000US06037194401,"Census Tract 1944.01, Los Angeles County, California",2448,1347,1724,1119,83,81,83,53,305,33,89657,138123
1400000US06037194402,"Census Tract 1944.02, Los Angeles County, California",3207,1431,2623,1823,101,57,139,115,388,30.4,83485,119864
1400000US06037194500,"Census Tract 1945, Los Angeles County, California",1790,907,1134,838,46,17,8,25,200,26.5,105959,191154
1400000US06037195100,"Census Tract 1951, Los Angeles County, California",4202,1924,2458,1705,19,100,67,40,527,28.8,131745,192137
1400000US06037195201,"Census Tract 1952.01, Los Angeles County, California",2795,1419,1920,1409,96,0,72,71,272,26.8,96696,119221
1400000US06037195202,"Census Tract 1952.02, Los Angeles County, California",2775,1299,1986,1212,90,156,30,41,457,32.5,126458,193040
1400000US06037195300,"Census Tract 1953, Los Angeles County, California",2540,1246,1748,1160,41,147,32,52,316,32.4,77525,99929
1400000US06037195400,"Census Tract 1954, Los Angeles County, California",4050,1729,2858,1918,118,139,50,72,561,31.9,101149,183314
1400000US06037195500,"Census Tract 1955, Los Angeles County, California",4893,2691,3280,2292,173,116,78,33,588,34.7,97610,169473
1400000US06037195600,"Census Tract 1956, Los Angeles County, California",2440,1206,1482,993,42,233,34,33,147,33.1,53145,77129
1400000US06037195710,"Census Tract 1957.10, Los Angeles County, California",4003,1858,2290,1068,206,387,43,46,540,34.4,60359,62220
1400000US06037195720,"Census Tract 1957.20, Los Angeles County, California",1611,700,1043,544,143,146,38,33,139,36.3,51518,66902
1400000US06037195802,"Census Tract 1958.02, Los Angeles County, California",2479,1306,1614,1081,122,174,40,41,156,31.7,59464,82788
1400000US06037195803,"Census Tract 1958.03, Los Angeles County, California",2156,1004,1509,1023,114,197,26,45,104,28.2,85234,102128
1400000US06037195804,"Census Tract 1958.04, Los Angeles County, California",2264,1168,1579,1217,42,53,60,37,170,29.6,54459,96774
1400000US06037195901,"Census Tract 1959.01, Los Angeles County, California",2243,962,1270,857,70,74,7,54,208,24.8,64821,87683
1400000US06037195902,"Census Tract 1959.02, Los Angeles County, California",1606,743,1149,779,10,78,19,45,218,30.3,103438,145191
1400000US06037195903,"Census Tract 1959.03, Los Angeles County, California",1707,981,1234,916,41,68,28,14,167,33.4,60313,73635
1400000US06037197200,"Census Tract 1972, Los Angeles County, California",3217,1744,1840,1273,260,80,11,85,131,34.3,62612,78714
1400000US06037197300,"Census Tract 1973, Los Angeles County, California",3687,1602,2594,1618,214,241,151,92,278,28.1,86326,101231
1400000US06037197410,"Census Tract 1974.10, Los Angeles County, California",3401,1711,2337,1602,116,69,23,142,385,35.2,86414,133590
1400000US06037197420,"Census Tract 1974.20, Los Angeles County, California",3195,1569,2168,1491,44,233,67,7,326,28.7,83400,100143
1400000US06037197500,"Census Tract 1975, Los Angeles County, California",3447,1675,2677,1357,226,665,104,59,266,29.1,75276,95187
1400000US06037197600,"Census Tract 1976, Los Angeles County, California",2052,987,1435,939,106,137,55,58,140,23.2,77308,99836
1400000US06037197700,"Census Tract 1977, Los Angeles County, California",4637,2485,2963,1771,194,228,199,42,529,26.2,52250,97188
1400000US06037199001,"Census Tract 1990.01, Los Angeles County, California",2118,1077,1219,918,151,130,20,0,0,32.8,50679,54319
1400000US06037199002,"Census Tract 1990.02, Los Angeles County, California",2261,1140,1451,854,188,109,98,24,178,30.9,62390,77828
1400000US06037199110,"Census Tract 1991.10, Los Angeles County, California",2330,1072,1165,757,170,23,56,46,113,28,62837,79090
1400000US06037199120,"Census Tract 1991.20, Los Angeles County, California",3293,1809,1668,994,160,168,214,7,125,33.1,33750,50535
1400000US06037199201,"Census Tract 1992.01, Los Angeles County, California",2987,1473,1650,1041,230,213,42,58,66,35.4,51250,93327
1400000US06037199202,"Census Tract 1992.02, Los Angeles County, California",2516,1337,1392,993,151,86,62,25,75,34.5,55799,83340
1400000US06037199300,"Census Tract 1993, Los Angeles County, California",3927,2040,2482,1393,209,357,132,17,374,31.3,102000,145684
1400000US06037199400,"Census Tract 1994, Los Angeles County, California",3802,2025,2184,1435,256,242,6,0,245,32.3,49449,65932
1400000US06037199700,"Census Tract 1997, Los Angeles County, California",2629,1174,1556,920,151,71,130,38,246,27.9,38892,61731
1400000US06037199801,"Census Tract 1998.01, Los Angeles County, California",2584,1386,1500,1000,221,171,67,27,14,27.5,41027,57046
1400000US06037199802,"Census Tract 1998.02, Los Angeles County, California",1923,1022,1063,724,110,74,36,25,94,29,42500,59336
1400000US06037199900,"Census Tract 1999, Los Angeles County, California",2151,1073,1149,779,179,126,23,0,42,32.6,37232,53427
1400000US06037201110,"Census Tract 2011.10, Los Angeles County, California",1891,911,1134,808,87,82,12,22,123,35.3,65000,88745
1400000US06037201120,"Census Tract 2011.20, Los Angeles County, California",3220,1553,2144,1405,360,135,6,54,184,32.3,78750,98042
1400000US06037201200,"Census Tract 2012, Los Angeles County, California",2206,1086,1269,954,89,82,49,6,89,33.1,49500,77692
1400000US06037201301,"Census Tract 2013.01, Los Angeles County, California",3511,1603,1977,1612,166,171,3,0,25,31.9,66658,89531
1400000US06037201302,"Census Tract 2013.02, Los Angeles County, California",3784,1909,2153,1769,140,40,7,0,197,34.3,102654,108026
1400000US06037201401,"Census Tract 2014.01, Los Angeles County, California",3643,1963,1888,1159,319,165,93,4,148,31.7,53050,65836
1400000US06037201402,"Census Tract 2014.02, Los Angeles County, California",3981,2040,2214,1590,448,86,8,39,43,31.4,54137,83184
1400000US06037201501,"Census Tract 2015.01, Los Angeles County, California",4543,2276,2522,1901,277,183,32,37,92,30.4,69153,81487
1400000US06037201503,"Census Tract 2015.03, Los Angeles County, California",2604,1360,1478,1054,218,114,32,27,33,34,50344,61238
1400000US06037201504,"Census Tract 2015.04, Los Angeles County, California",1728,952,932,711,115,46,11,8,41,32.3,59167,78121
1400000US06037201601,"Census Tract 2016.01, Los Angeles County, California",2069,962,1024,634,149,85,24,59,73,39.4,47465,67079
1400000US06037201602,"Census Tract 2016.02, Los Angeles County, California",2430,1321,1183,811,229,30,13,41,59,32.3,65625,76550
1400000US06037201700,"Census Tract 2017, Los Angeles County, California",4714,2530,2431,1584,196,150,283,0,218,31.3,64844,78013
1400000US06037203100,"Census Tract 2031, Los Angeles County, California",3277,1762,2037,1490,325,140,39,0,43,33.6,39329,52175
1400000US06037203200,"Census Tract 2032, Los Angeles County, California",4037,1883,2343,1323,572,245,59,0,144,30.6,57031,76183
1400000US06037203300,"Census Tract 2033, Los Angeles County, California",1634,817,691,335,77,104,151,3,21,34,41250,52213
1400000US06037203500,"Census Tract 2035, Los Angeles County, California",2429,1285,1260,727,249,97,142,38,7,27.8,40524,59262
1400000US06037203601,"Census Tract 2036.01, Los Angeles County, California",2456,1446,1324,768,277,182,89,8,0,31.7,50345,54420
1400000US06037203602,"Census Tract 2036.02, Los Angeles County, California",1451,765,823,574,87,70,23,0,69,31.3,53333,57007
1400000US06037203710,"Census Tract 2037.10, Los Angeles County, California",2833,1566,1691,993,401,74,37,91,95,35.7,60978,74216
1400000US06037203720,"Census Tract 2037.20, Los Angeles County, California",2986,1541,1784,1229,183,238,54,0,80,31.9,48684,61611
1400000US06037203800,"Census Tract 2038, Los Angeles County, California",3857,2147,2047,1400,422,130,27,12,56,28.2,45000,60472
1400000US06037203900,"Census Tract 2039, Los Angeles County, California",2482,1205,1530,996,317,152,36,0,29,27.7,59479,75370
1400000US06037204110,"Census Tract 2041.10, Los Angeles County, California",2728,1482,1534,950,323,96,49,33,83,32.7,59067,63551
1400000US06037204120,"Census Tract 2041.20, Los Angeles County, California",2173,955,1222,989,110,87,23,0,13,28.2,60441,64296
1400000US06037204200,"Census Tract 2042, Los Angeles County, California",2676,1385,1532,1129,123,190,63,7,20,32.6,38919,44093
1400000US06037204300,"Census Tract 2043, Los Angeles County, California",4349,2394,2255,1229,468,302,45,61,150,33.6,51359,56731
1400000US06037204410,"Census Tract 2044.10, Los Angeles County, California",2165,1096,1189,656,174,192,65,30,72,31,63214,67540
1400000US06037204420,"Census Tract 2044.20, Los Angeles County, California",2264,1071,1169,588,70,355,94,44,18,33.3,32993,50749
1400000US06037204600,"Census Tract 2046, Los Angeles County, California",3091,1638,1557,995,251,152,15,132,12,39.5,33587,56458
1400000US06037204700,"Census Tract 2047, Los Angeles County, California",4167,2216,2344,1684,235,189,62,44,130,29.1,59735,77405
1400000US06037204810,"Census Tract 2048.10, Los Angeles County, California",3785,1815,1877,1238,273,212,69,30,55,29.6,46964,57252
1400000US06037204820,"Census Tract 2048.20, Los Angeles County, California",1615,763,1019,572,196,142,63,13,33,28.8,49375,71009
1400000US06037204910,"Census Tract 2049.10, Los Angeles County, California",2555,1316,1379,859,199,161,88,0,72,31.8,40313,54919
1400000US06037204920,"Census Tract 2049.20, Los Angeles County, California",2125,1080,1129,834,101,100,28,0,66,30.1,59345,67073
1400000US06037205110,"Census Tract 2051.10, Los Angeles County, California",2697,1262,1633,814,256,404,104,18,37,29.2,47194,57471
1400000US06037205120,"Census Tract 2051.20, Los Angeles County, California",2618,1552,1391,854,249,190,30,9,59,28.4,29804,42029
1400000US06037206010,"Census Tract 2060.10, Los Angeles County, California",3440,1990,1818,1064,242,237,51,57,167,32.8,41395,67240
1400000US06037206020,"Census Tract 2060.20, Los Angeles County, California",9470,338,436,219,41,79,12,12,73,34.1,105972,104278
1400000US06037206050,"Census Tract 2060.50, Los Angeles County, California",1806,1076,788,489,83,170,28,7,11,29,35795,59025
1400000US06037206051,"Census Tract 2060.51, Los Angeles County, California",1373,628,1064,328,255,70,119,68,224,22.3,119453,118146
