Geography,Geographic Area Name,"Employed population (16+ years, all)","Employed population (16+ years, female)",Workers who commute to work (total),Workers who commute to work (drive alone),Workers who commute to work (carpool),Workers who commute to work (public transit),Workers who commute to work (walk),Workers who commute to work (other),Workers who commute to work (work from home),Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars)
1400000US06037406601,"Census Tract 4066.01, Los Angeles County, California",4166,2215,2393,1943,229,89,28,0,104,39.5,103636,110789
1400000US06037406602,"Census Tract 4066.02, Los Angeles County, California",4102,2110,2198,1766,264,52,17,24,75,34,86630,97985
1400000US06037406701,"Census Tract 4067.01, Los Angeles County, California",2695,1390,1740,1335,226,76,23,4,76,32.6,91944,100362
1400000US06037406702,"Census Tract 4067.02, Los Angeles County, California",5172,2674,2891,2126,250,110,61,31,313,32.4,88173,103336
1400000US06037406801,"Census Tract 4068.01, Los Angeles County, California",4282,2111,2353,1937,181,60,23,53,99,29.3,102813,124654
1400000US06037406903,"Census Tract 4069.03, Los Angeles County, California",6479,3509,3721,2934,439,141,33,61,113,35.6,79500,92113
1400000US06037407001,"Census Tract 4070.01, Los Angeles County, California",5028,2364,2559,2021,258,107,10,30,133,36.3,83480,78394
1400000US06037407002,"Census Tract 4070.02, Los Angeles County, California",2829,1426,1653,1481,94,29,35,3,11,29.1,80313,93562
1400000US06037407101,"Census Tract 4071.01, Los Angeles County, California",3836,1848,2228,1555,415,117,58,27,56,29.5,69609,78809
1400000US06037407102,"Census Tract 4071.02, Los Angeles County, California",4698,2124,2753,2063,333,73,116,61,107,26.7,71176,84761
1400000US06037407201,"Census Tract 4072.01, Los Angeles County, California",3099,1442,1715,1376,254,17,27,29,12,34.3,76404,83821
1400000US06037407202,"Census Tract 4072.02, Los Angeles County, California",2806,1328,1424,1168,207,8,0,17,24,32,61039,76812
1400000US06037407301,"Census Tract 4073.01, Los Angeles County, California",3876,2019,2248,1725,304,56,72,0,91,33.4,75167,90062
1400000US06037407302,"Census Tract 4073.02, Los Angeles County, California",2622,1401,1467,1157,188,43,4,24,51,25.7,64740,79126
1400000US06037407400,"Census Tract 4074, Los Angeles County, California",1628,890,1116,843,156,47,9,9,52,31.1,91389,106984
1400000US06037407501,"Census Tract 4075.01, Los Angeles County, California",3486,1574,2216,1809,197,51,84,10,65,29.7,72000,81263
1400000US06037407502,"Census Tract 4075.02, Los Angeles County, California",3279,1537,1937,1596,211,41,6,32,51,36.1,86806,122958
1400000US06037407601,"Census Tract 4076.01, Los Angeles County, California",3301,1499,1888,1447,282,94,9,35,21,26.4,65658,73308
1400000US06037407602,"Census Tract 4076.02, Los Angeles County, California",3755,1822,2188,1462,406,152,11,20,137,32.8,79732,86328
1400000US06037407701,"Census Tract 4077.01, Los Angeles County, California",3403,1597,2031,1204,306,341,58,11,111,37.6,45284,67273
1400000US06037407702,"Census Tract 4077.02, Los Angeles County, California",5554,3190,2948,2430,118,91,56,129,124,34.5,71830,85138
1400000US06037407801,"Census Tract 4078.01, Los Angeles County, California",4634,2201,2710,2042,415,152,33,20,48,31.5,102422,128964
1400000US06037407802,"Census Tract 4078.02, Los Angeles County, California",2710,1279,1747,1282,309,40,10,21,85,27.5,97539,97428
1400000US06037407901,"Census Tract 4079.01, Los Angeles County, California",3247,1653,2012,1584,267,68,7,18,68,32.4,98707,111856
1400000US06037407902,"Census Tract 4079.02, Los Angeles County, California",1443,657,745,677,43,25,0,0,0,40.5,86058,91427
1400000US06037408003,"Census Tract 4080.03, Los Angeles County, California",3753,1909,2029,1650,229,44,14,62,30,34.9,88000,98622
1400000US06037408004,"Census Tract 4080.04, Los Angeles County, California",2127,1154,1312,1111,116,15,0,0,70,38.2,83684,104400
1400000US06037408005,"Census Tract 4080.05, Los Angeles County, California",4385,2130,2770,2141,294,99,41,0,195,35.1,125354,136037
1400000US06037408006,"Census Tract 4080.06, Los Angeles County, California",2528,1375,1544,1240,161,34,8,21,80,34.1,85389,85993
1400000US06037408133,"Census Tract 4081.33, Los Angeles County, California",4333,2381,2790,2114,342,92,48,12,182,30.7,83006,94025
1400000US06037408134,"Census Tract 4081.34, Los Angeles County, California",2412,1296,1373,1105,90,26,9,12,131,37.2,102171,117662
1400000US06037408135,"Census Tract 4081.35, Los Angeles County, California",3744,2286,2252,1632,111,61,12,0,436,32.5,82593,94913
1400000US06037408136,"Census Tract 4081.36, Los Angeles County, California",3049,1649,1946,1603,112,68,69,25,69,39,92411,98365
1400000US06037408137,"Census Tract 4081.37, Los Angeles County, California",3580,1818,2022,1571,277,44,41,39,50,33.3,74191,83659
1400000US06037408138,"Census Tract 4081.38, Los Angeles County, California",3806,2003,2192,1570,399,128,0,43,52,31.8,75200,76311
1400000US06037408139,"Census Tract 4081.39, Los Angeles County, California",3775,1927,2068,1416,449,36,31,34,102,33.5,72311,87655
1400000US06037408140,"Census Tract 4081.40, Los Angeles County, California",3132,1476,1895,1466,286,28,10,74,31,25,64900,77494
1400000US06037408141,"Census Tract 4081.41, Los Angeles County, California",3721,1833,1998,1550,300,32,30,44,42,27.1,83618,90827
1400000US06037408212,"Census Tract 4082.12, Los Angeles County, California",4145,2209,2112,1716,253,19,31,0,93,28.3,67031,108612
1400000US06037408213,"Census Tract 4082.13, Los Angeles County, California",4983,2589,2895,2557,196,18,13,24,87,29.7,73000,75404
1400000US06037408301,"Census Tract 4083.01, Los Angeles County, California",5215,2803,2940,2485,237,83,66,0,69,30.6,71639,81233
1400000US06037408302,"Census Tract 4083.02, Los Angeles County, California",2753,1313,1541,1276,148,0,0,26,91,38,88417,97150
1400000US06037408303,"Census Tract 4083.03, Los Angeles County, California",3998,2118,2221,1658,437,34,0,23,69,33.9,106579,109911
1400000US06037408401,"Census Tract 4084.01, Los Angeles County, California",3818,1850,2115,1812,195,38,40,0,30,27.6,83636,89828
1400000US06037408402,"Census Tract 4084.02, Los Angeles County, California",5761,2973,3091,2409,336,59,58,74,155,39.9,106810,122129
1400000US06037408503,"Census Tract 4085.03, Los Angeles County, California",5472,2670,2992,2264,334,94,0,0,300,38.6,120330,153327
1400000US06037408504,"Census Tract 4085.04, Los Angeles County, California",4522,2342,2720,2154,191,39,39,95,202,34.5,92500,109632
1400000US06037408505,"Census Tract 4085.05, Los Angeles County, California",2057,978,1040,870,142,13,0,0,15,32,116354,164015
1400000US06037408623,"Census Tract 4086.23, Los Angeles County, California",2738,1470,1364,1145,109,29,11,16,54,39.5,72250,88020
1400000US06037408624,"Census Tract 4086.24, Los Angeles County, California",2788,1501,1670,1331,152,7,39,12,129,34.2,98571,119081
1400000US06037408625,"Census Tract 4086.25, Los Angeles County, California",2994,1487,1660,1329,86,99,53,19,74,42.9,91898,123578
1400000US06037408626,"Census Tract 4086.26, Los Angeles County, California",3434,1932,2023,1448,286,12,77,19,181,35.2,84671,102116
1400000US06037408627,"Census Tract 4086.27, Los Angeles County, California",2511,1219,1408,1196,145,16,0,7,44,35.8,101490,114190
1400000US06037408628,"Census Tract 4086.28, Los Angeles County, California",4514,2353,2459,1689,371,88,0,36,275,33,66975,93165
1400000US06037408629,"Census Tract 4086.29, Los Angeles County, California",2447,1272,1352,1091,141,25,9,14,72,37.4,107344,134009
1400000US06037408631,"Census Tract 4086.31, Los Angeles County, California",4255,1955,2682,1927,309,237,0,54,155,41.2,81139,106833
1400000US06037408703,"Census Tract 4087.03, Los Angeles County, California",5269,2586,2953,2305,251,43,0,28,326,37.1,132583,158982
1400000US06037408705,"Census Tract 4087.05, Los Angeles County, California",4851,2494,2523,1895,432,27,0,33,136,35,64333,78617
1400000US06037408707,"Census Tract 4087.07, Los Angeles County, California",5529,2847,3207,2365,344,77,12,13,396,36.8,118714,132044
1400000US06037408722,"Census Tract 4087.22, Los Angeles County, California",3868,1860,2261,1669,309,35,0,0,248,32.7,103274,118530
1400000US06037408724,"Census Tract 4087.24, Los Angeles County, California",3820,1987,2476,1828,271,255,32,50,40,27.4,44413,54288
1400000US06037408725,"Census Tract 4087.25, Los Angeles County, California",5404,2870,2925,2318,257,11,10,0,329,30.8,65341,81656
1400000US06037408800,"Census Tract 4088, Los Angeles County, California",3564,1901,2029,1368,260,135,35,64,167,31.9,40108,53773
1400000US06037408900,"Census Tract 4089, Los Angeles County, California",5110,2756,2501,2026,178,31,26,63,177,32.1,67209,91987
1400000US06037409000,"Census Tract 4090, Los Angeles County, California",6295,3278,3509,2553,775,59,42,29,51,34.2,62894,75772
1400000US06037409100,"Census Tract 4091, Los Angeles County, California",4452,2276,2317,1851,288,82,17,25,54,35.7,71384,84014
1400000US06037430003,"Census Tract 4300.03, Los Angeles County, California",4525,2412,2669,1932,355,133,25,0,224,33,114654,136151
1400000US06037430004,"Census Tract 4300.04, Los Angeles County, California",2253,1381,1276,994,63,109,34,43,33,39.3,78056,90379
1400000US06037430005,"Census Tract 4300.05, Los Angeles County, California",2927,1737,1821,1254,82,30,43,73,339,31.7,92194,98020
1400000US06037430101,"Census Tract 4301.01, Los Angeles County, California",4222,2253,2015,1547,114,125,40,72,117,28.3,49432,72904
1400000US06037430102,"Census Tract 4301.02, Los Angeles County, California",4188,2086,2520,2051,204,57,68,52,88,29.3,82651,82537
1400000US06037430200,"Census Tract 4302, Los Angeles County, California",923,491,380,309,29,16,0,2,24,33.1,109519,303754
1400000US06037430301,"Census Tract 4303.01, Los Angeles County, California",3850,2062,2285,1770,132,57,2,34,290,32.1,130598,169742
1400000US06037430302,"Census Tract 4303.02, Los Angeles County, California",4378,2352,2803,2049,142,135,25,65,387,35.8,93750,121527
1400000US06037430400,"Census Tract 4304, Los Angeles County, California",3825,2090,2183,1720,175,0,23,25,240,30.7,129750,201389
1400000US06037430501,"Census Tract 4305.01, Los Angeles County, California",3653,1830,2393,1743,112,232,1,0,305,26.8,147169,177200
1400000US06037430502,"Census Tract 4305.02, Los Angeles County, California",5305,3001,3231,2651,135,72,0,30,343,29.5,79167,147380
1400000US06037430600,"Census Tract 4306, Los Angeles County, California",3628,1685,1842,1289,212,21,10,0,310,27.2,151850,205251
1400000US06037430701,"Census Tract 4307.01, Los Angeles County, California",4538,2310,2334,1982,79,37,0,8,228,33.9,85536,134619
1400000US06037430721,"Census Tract 4307.21, Los Angeles County, California",2858,1611,1439,1071,119,56,9,13,171,34.1,70221,100610
1400000US06037430723,"Census Tract 4307.23, Los Angeles County, California",3682,2002,2227,1642,203,40,7,88,247,28.5,72268,87106
1400000US06037430724,"Census Tract 4307.24, Los Angeles County, California",3648,1827,2300,1658,100,173,7,46,316,34.3,78750,88835
1400000US06037430801,"Census Tract 4308.01, Los Angeles County, California",5387,3065,3326,2472,401,139,12,39,263,35.3,94196,106866
1400000US06037430802,"Census Tract 4308.02, Los Angeles County, California",3536,1798,1801,1381,165,66,0,33,156,30.1,106902,140391
1400000US06037430803,"Census Tract 4308.03, Los Angeles County, California",4329,2117,2246,1681,266,9,27,15,248,28.6,81875,119915
1400000US06037430901,"Census Tract 4309.01, Los Angeles County, California",3547,1925,2024,1407,135,156,79,31,216,31.3,71667,83374
1400000US06037430902,"Census Tract 4309.02, Los Angeles County, California",3858,1847,2427,1785,368,82,0,25,167,33.9,90930,97563
1400000US06037431002,"Census Tract 4310.02, Los Angeles County, California",2417,1312,1261,976,58,52,19,16,140,28.7,48917,81209
1400000US06037431003,"Census Tract 4310.03, Los Angeles County, California",3465,1893,2324,1680,234,0,69,177,164,28.8,69708,92158
1400000US06037431004,"Census Tract 4310.04, Los Angeles County, California",2764,1422,1620,1336,67,112,35,19,51,35.5,72986,89154
1400000US06037431100,"Census Tract 4311, Los Angeles County, California",5518,2885,3710,3149,203,52,32,75,199,33.2,67500,88901
1400000US06037431200,"Census Tract 4312, Los Angeles County, California",5114,2358,2965,2045,727,55,10,50,78,27.3,86951,92058
1400000US06037431300,"Census Tract 4313, Los Angeles County, California",2194,1176,1400,1170,80,36,0,35,79,29.1,103846,116916
1400000US06037431400,"Census Tract 4314, Los Angeles County, California",3313,1732,1847,1433,191,125,16,10,72,27.9,74306,107416
1400000US06037431501,"Census Tract 4315.01, Los Angeles County, California",3432,1878,1883,1374,272,112,0,0,125,37.7,57012,76325
1400000US06037431502,"Census Tract 4315.02, Los Angeles County, California",3407,1630,1954,1621,193,0,7,18,115,28.6,65625,113203
1400000US06037431600,"Census Tract 4316, Los Angeles County, California",3683,1980,1861,1313,236,93,26,105,88,30.7,102025,138367
1400000US06037431701,"Census Tract 4317.01, Los Angeles County, California",5376,2801,3024,2167,361,45,10,100,341,31.9,112924,166814
1400000US06037431800,"Census Tract 4318, Los Angeles County, California",4682,2454,2298,1694,313,19,0,19,253,33.8,87148,108607
1400000US06037431900,"Census Tract 4319, Los Angeles County, California",3134,1552,1833,1429,178,44,15,0,167,28.4,71468,103246
1400000US06037432001,"Census Tract 4320.01, Los Angeles County, California",2097,1115,911,684,80,25,25,17,80,31.5,99767,117961
1400000US06037432002,"Census Tract 4320.02, Los Angeles County, California",4155,1944,2422,1732,255,40,0,49,346,32.5,64559,87559
1400000US06037432101,"Census Tract 4321.01, Los Angeles County, California",3420,1866,2140,1737,150,52,10,19,172,31.1,100698,110278
1400000US06037432102,"Census Tract 4321.02, Los Angeles County, California",4534,2379,2733,2001,307,127,8,30,260,36.7,94895,130385
1400000US06037432201,"Census Tract 4322.01, Los Angeles County, California",4360,1937,2645,2215,220,41,0,28,141,29.5,84412,89018
1400000US06037432202,"Census Tract 4322.02, Los Angeles County, California",3475,1777,1950,1557,250,0,11,20,112,31.8,70590,85092
1400000US06037432300,"Census Tract 4323, Los Angeles County, California",3166,1684,1585,1191,278,107,9,0,0,27.5,53125,64543
1400000US06037432401,"Census Tract 4324.01, Los Angeles County, California",3108,1605,1752,1345,168,90,54,0,95,33.2,57656,69712
1400000US06037432402,"Census Tract 4324.02, Los Angeles County, California",5178,2780,2685,2115,401,60,25,6,78,28.8,57887,68538
1400000US06037432501,"Census Tract 4325.01, Los Angeles County, California",4082,1903,2394,1825,479,21,13,8,48,28.1,55893,79457
1400000US06037432502,"Census Tract 4325.02, Los Angeles County, California",3306,2013,2041,1570,194,102,0,0,175,30.6,71577,81725
1400000US06037432601,"Census Tract 4326.01, Los Angeles County, California",6030,2708,3475,2629,437,192,7,30,180,32.5,73339,82312
1400000US06037432602,"Census Tract 4326.02, Los Angeles County, California",3757,1840,2150,1598,398,96,0,0,58,33.2,68407,86952
1400000US06037432700,"Census Tract 4327, Los Angeles County, California",4548,2441,2679,2038,311,134,124,28,44,31.5,58750,66340
1400000US06037432801,"Census Tract 4328.01, Los Angeles County, California",2145,1086,962,773,106,4,22,0,57,29.1,23487,43832
1400000US06037432802,"Census Tract 4328.02, Los Angeles County, California",4060,1843,2420,1726,201,301,13,100,79,34.4,50417,64394
1400000US06037432901,"Census Tract 4329.01, Los Angeles County, California",3405,1788,2095,1696,288,54,4,32,21,30,56765,75596
1400000US06037432902,"Census Tract 4329.02, Los Angeles County, California",2768,1358,1339,1091,217,15,0,0,16,27.1,73162,90822
